['transaction generate', 'last transaction', 'last transaction generate', 'transaction generate qr', 'see your balance', 'be a problem', 'last transaction generate qr', 'see my last transaction']	[0, 1, 0, 0, 1, 0, 0, 1]
['hate the update']	[0]
['suck ass', 'update suck', 'update suck ass']	[0]
['bad app', 'download this app']	[0]
['app appname', 'have use', 'past week', 'i have use', 'app for year', 'fix this issue']	[0]
['take anything', 'video and discard', 'take a video']	[1, 0, 1]
['snap i', 'send snap', 'minute i', 'send snap i', 'have no clue', 'log in please fix']	[0, 1, 0, 1, 0, 1]
['number time', 'show statement', 'see your account', 'zero print record', 'statement try number', 'show statement try number']	[0, 1, 1, 0, 0, 1]
['bad application']	[0]
['mail limit', 'increase the mail']	[0]
['send email', 'send iteam', 'new email', 'send email section', 'load new email']	[1, 0, 1, 0, 1]
['number account', 'be problem', 'dear appname', 'today and i', 'number account today', 'think u r', 'platform with hate', 'break the guideline']	[0]
['trash bring', 'complete trash', 'complete trash bring', 'be complete trash']	[0]
['regard shivam', 'hack please', 'warm regard shivam', 'regard shivam lunagariya', 'support me i', 'be hack please', 'warm regard shivam lunagariya']	[0]
['be number', 'slow i', 'datum or phone', 'see my app', 'be my internet datum']	[0, 0, 0, 0, 0]
['email account', 'reenable setting', 'sync and notification', 'otherwise decent app', 'readde my email', 'make an otherwise', 'disable and reenable']	[0, 0, 1, 0, 0, 0, 0]
['braindead society', 'faith in humanity', 'have no faith', 'toxic and braindead']	[0]
['mail app', 'good mail', 'good mail app', 'be my good mail']	[0]
['appname logo', 'update nothing', 'screen with appname']	[0]
['email i', 'keep crash', 'same problem']	[0, 0, 0]
['stop i', 'many thing', 'thing but nothing']	[0, 0, 0]
['update look']	[0]
['money appname', 'transfer money', 'i log', 'say your access', 'transfer money appname', 'appname be number']	[0, 0, 0, 0, 0, 0]
['app today', 'toggle button', 'app deposit', 'app deposit credit', 'deposit credit cards', 'toggle button please', 'fix this asap', 'app deposit credit cards']	[0, 0, 0, 0, 0, 0, 0, 0]
['delete email', 'mass delete email', 'primitive and basic']	[1, 1, 0]
['medium outlet', 'liberal medium', 'liberal medium outlet', 'admit your bias', 'have liberal medium', 'give a number']	[0]
['do anything', 'bad app']	[0]
['app i', 'several time', 'refresh my feed', 'feed for number', 'reinstall the app', 'uninstalle and instal']	[0, 0, 1, 0, 0, 0]
['issue guess', 'other issue', 'other issue guess', 'fix the bug']	[0]
['work fine', 'wish i', 'few time', 'have another business']	[0]
['mail number', 's mail', 'recent update', 'last mail number', 'mail number hour', 'mail that i', 'refresh the app', 's mail that i', 'last mail number hour']	[0, 0, 0, 0, 0, 0, 0, 0, 0]
[]	[]
['update my insta']	[0]
['feature i', 'use feature', 'basic html', 'use feature i']	[0]
['say that i']	[0]
['story i', 'previous story', 'previous story i', 'return previous story']	[0, 1, 0, 1]
['nothing show', 'first nothing', 'first nothing show', 'load each page']	[0, 0, 0, 1]
['stop work', 'app stop', 'app stop work', 'see other experience', 'miss an update']	[0]
['number week', 'be number', 'basic feature', 'be number week', 'be be number', 'week that i', 'receive any notification']	[0, 0, 0, 0, 0, 0, 1]
['document forever', 'previous account', 'photo and document', 'document forever i', 'lose precious photo', 'forgive this company', 'recover my previous account', 'photo and document forever']	[0, 1, 0, 0, 0, 0, 1, 0]
['march number', 'see story', 'new upgrade', 'freeze and crash', 'horrible keep freeze', 'be horrible keep', 'upgrade for march']	[0, 1, 0, 0, 0, 0, 0]
[]	[]
['local bank', 'browse their site', 'monitor your local bank']	[0]
[]	[]
['subscription everytime', 'next story', 'subscription everytime i']	[0, 0, 0]
['trash get', 'beee use', 'current company i', 'link my device']	[0, 0, 0, 1]
['horrible experience', 'experience for people', 'update the app']	[0]
['stop receive', 'sudden stop', 'sudden stop receive', 'stop receive email', 'empty my trash', 'open an email', 'sudden stop receive email']	[0, 0, 0, 1, 1, 1, 1]
[]	[]
[]	[]
['galaxy s10', 'rear face', 'rear face camera', 'camera app build', 'enjoy read article', 'be an issue']	[0, 0, 1, 0, 1, 0]
['interface google', 'ui update', 'function and usability', 'old interface google', 'interface google mail', 'be a pain', 'old interface google mail', 'get my old interface']	[0, 0, 0, 0, 0, 0, 0, 1]
['totaly suck', 'be totaly suck']	[0]
[]	[]
['garbage i', 'lose everything', 'total garbage', 'total garbage i', 'be total garbage', 'thank a lot', 'use my old phone']	[0, 0, 0, 0, 0, 0, 0]
['fingerprint login', 'disabled fingerprint', 'enable biometeic', 'enable biometeic preference', 'renew my fingerprint', 'disabled fingerprint login', 'preference as login', 'reinstalled the app']	[1, 0, 0, 0, 0, 1, 1, 0]
['issue i', 'fix dm', 's issue i', 'cache etc i', 'use my dm', 'please fix dm', 'get a notification', 'load after i click']	[0, 0, 0, 0, 0, 0, 0, 0]
['set everything']	[0]
['star try', 'create account', 'single star', 'single star try', 'think some people']	[0, 1, 0, 0, 0]
['show action', 'show action block']	[0]
['whatapp and appname', 'copy of whatapp']	[0]
['message queue', 'leave message', 'manual start', 'leave message queue', 'start upload button']	[1, 1, 1, 1, 1]
['overdraft yall', 'be bank', 'loyal customer', 'loyal customer i', 'number overdraft fee', 'have direct deposit', 'fee over number', 'have an overdraft']	[0]
['fingerprint log', 'use fingerprint', 'update i', 'use fingerprint log']	[0, 1, 0, 1]
['fingerprint login', 'fix fingerprint', 'fix fingerprint login', 'please fix fingerprint']	[1, 0, 1, 0]
['care physician', 'obtain consumer', 'serious concequen', 'intesive care physician', 'donald j. hello', 'obtain consumer assistance', 'be impossible google', 'concequen since i']	[0]
[]	[]
['everytime i', 'annoying plsss', 'password everytime i', 'lock my account', 'enter an incorrect']	[0, 0, 0, 0, 0]
['whenever i', 'update whenever', 'update whenever i', 'focus the camera']	[0, 0, 0, 1]
[]	[]
[]	[]
['delete button', 'button at trash']	[0]
['primary inbox', 'sorting primary inbox']	[0]
['father and rape', 'kill my father']	[0]
['time i', 'have number', 'long time', 'long time i', 'mail team google', 'see my mail', 'have number account', 'be wrong thing', 'waste of time', 'be waste of time', 'send mail team google']	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
['white screen']	[0]
['say i', 'new phone', 'update my appname', 'take the number']	[0, 0, 0, 0]
['story preview', 'spoiler please', 'give me spoiler please']	[0, 0, 0]
['old interface', 'be old interface']	[0]
['number month', 'be ad', 'least number', 'number or number', 'find my subscription', 'one from appname', 'number or number month']	[0, 0, 0, 0, 1, 0, 0]
['t load', 'open i', 'dosen t load', 'open the app']	[0, 1, 0, 1]
['i click', 'get download', 'instal i', 'instal i click', 'get instal i']	[0, 1, 0, 0, 1]
['take forever', 'multiple try']	[0, 0]
['action block', 'action block message', 'show the action']	[0]
['login screen', 'tap comptability', 'android version number', 'fix your app', 'tap that i', 'recognize any tap', 'be at android version']	[1, 0, 0, 0, 0, 1, 0]
['retrieve detail', 'old app', 'app its say link']	[1, 0, 0]
['download attachment']	[0]
['nothing happen', 'try install', 'mobile number']	[0, 0, 0]
['please change', 'new update', 'habit and routine', 'good sinsce number', 'back its less', 'get bad evertime']	[0, 0, 0, 0, 0, 0]
['open mail', 'unread email', 'be unread email', 'upgrade some month']	[1, 0, 0, 0]
['appname i', 'use appname', 'microsoft hotmail', 'microsoft hotmail i', 'use appname i', 'use microsoft hotmail']	[0]
['google company', 'i hate', 'worst google', 'love and greatfull', 'worst google company', 'day ago i']	[0]
['keep stop', 'app keep', 'app keep stop']	[0]
['camera onoff', 'call anyone', 'last option', 'work and stick', 'last option please', 'camera onoff toggle', 'video call anyone', 'report the issue', 'be my last option']	[0, 1, 0, 0, 0, 0, 1, 0, 0]
['slow update']	[0]
['everytime i', 'load everytime', 'load everytime i']	[0, 0, 0]
[]	[]
['issue i', 'start use', 'ridiculous issue', 'ridiculous issue i', 'use password i', 'change my password', 'start use password', 'be switch bank']	[0, 0, 0, 0, 0, 0, 0, 0]
['number try', 'same password', 'take me number', 'fact that i', 'have the app']	[0]
['s9 i', 'screen change', 'phone but nothing', 'smart switch i', 'aolve my problem', 'open the app', 'phone but nothing change']	[0, 0, 0, 0, 0, 1, 0]
['day i', 'please sort', 'last couple', 'be different aswell', 'couple of day']	[0, 0, 0, 0, 0]
['recognition support', 'facial recognition', 'facial recognition support', 'support after month']	[0, 1, 1, 0]
['kind of freak']	[0]
['unpleasant appname', 'frame or zoom', 'look unpleasant appname', 'case of video', 'upload a video']	[0, 0, 0, 0, 1]
[]	[]
[]	[]
['get sign', 'use it b4']	[1, 0]
[]	[]
['time i', 'long time', 'long time i', 'uninstalle the app']	[0]
['reply button', 'accessible area', 'tap the option']	[1, 0, 0]
['stop work', 'have stop work']	[0, 0]
['ad pusher', 'pusher in youtube']	[0]
['notification problem', 'perennial notification', 'perennial notification problem', 'get their head', 'think the google']	[1, 1, 0, 0, 0]
['reinstall this app']	[1]
['appname bank', 'change your password']	[0, 0]
['phone number', 'start ask', 'old post', 'friend and edit', 'old post i', 'try everything i', 'have stop work', 'device because i', 'like the app']	[0, 0, 0, 0, 0, 0, 0, 0, 0]
['password field', 'extra char', 'input your psswrd', 'add extra char']	[0, 0, 1, 0]
['follow someone', 'i quite']	[1, 0]
['app use', 'big ego']	[0]
['number day', 'be number', 'be number day']	[0, 0, 0]
['application work', 'load anything', 'blank screen', 'work for year']	[0, 1, 0, 0]
['slow dif']	[0]
['customer service', 'deduct number', 'bad i', 'be deduct number']	[0]
['experience i', 'appname help', 'real help', 'appname help service', 'appname help service', 'sort of help', 'have an experience', 'various and unhelpful']	[0]
['error access', 'maximum number', 'attempt and i', 'fingerprint unlock method', 'receive the error', 'be my first attempt']	[0, 0, 0, 1, 0, 0]
['i update']	[0]
['new update', 'be pointless please', 'remove the bar']	[0, 0, 1]
['crash closing', 'pay bill']	[0, 1]
['maintenance notification', 'mobile app', 'recieve under maintenance', 'have no update']	[0]
['memory i', 'new version', 'short memory i', 'be new version', 'show an error']	[0, 0, 0, 0, 0]
['phone appname', 'wait number', 'mobile app', 'make my online experience']	[0]
['recovery address', 'sync i', 'new recovery', 'new recovery address', 'problem without success', 'put the day']	[0, 0, 0, 1, 0, 1]
['number star', 'give number', 'give number star']	[0]
['account balance', 'app please', 'view my account', 'balance since i', 'check your email send']	[1, 0, 1, 0, 0]
['pay account', 'have ad', 'ad for pay', 'say no ad', 'have ad for pay']	[0]
['different one']	[0]
['app number', 'creep app', 'creep app number', 'app number time', 'get any filter', 'creep app number time']	[0, 0, 0, 0, 1, 0]
['exchange server', 'stop work', 'last version', 'work with exchange', 'stop work with exchange']	[0]
['online banking', 'exist online', 'exist online banking', 'add another account']	[0, 0, 1, 1]
['number star']	[0]
['file phone', 'attach file', 'usb drive', 'file phone storage', 'attach file phone', 'file from sdcard', 'be no way', 'attach file from sdcard']	[0, 0, 0, 0, 1, 0, 0, 1]
['fingerprint login', 'fix thank']	[1, 0]
['maintenance department', 'make something', 'few day']	[0]
['new password']	[0]
[]	[]
['inta account', 'easy access', 'block my account', 'secure and give']	[1, 0, 1, 0]
['number minute', 'take number', 'take number minute', 'need an email']	[0]
['day today', 'put message', 'old app', 'access wait ok', 'be crazy i', 'be put message', 'try all day']	[0, 0, 0, 0, 0, 0, 0]
['trouble try', 'have trouble', 'stupid app', 'have trouble try']	[0, 0, 0, 0]
['job appname', 'have ruin', 'update ruin', 'great job appname']	[0]
['show man', 'bad place', 'humanity and girl', 'place for humanity']	[0]
['keep crash', 'take a picture']	[0, 1]
['disappear i', 'empty spam', 'have disappear i', 'open the app']	[0, 1, 0, 0]
['service charge', 'poor service', 'poor service charge', 'service number number', 'charge for everything', 'monthly service number number']	[0]
['app crash', 'keep crash', 'take a picture']	[0, 0, 1]
['login error', 'i try', 'solve my issue', 'login i try', 'face this login']	[1, 0, 0, 1, 1]
['appname filter', 'android user', 'same appname', 'same appname filter', 'filter as ios']	[0]
['happy person', 'get a warning']	[0, 0]
['hell i', 'work oooooo', 'app let', 'update d app', 'd app i', 'update d app i']	[0]
['message account', 'want money', 'account and i', 'pay a rep']	[1, 0, 0, 0]
['samsung s10', 'make use', 'different camera', 'stutter and pause', 'separate lens support', 'apple product classic', 'implement separate lens', 'make the experience']	[0, 0, 1, 0, 0, 0, 1, 0]
['phone app', 'address management']	[0, 1]
[]	[]
['do something']	[0]
['airplane mode', 'same problem', 'airplane mode nothing', 'restart my phone', 'update the app']	[0, 0, 0, 0, 0]
['face book', 'face book user']	[0]
['notification option', 'come i', 'multiple account', 'app and i', 'have multiple account', 'be come i', 'notification of email']	[0, 0, 0, 0, 0, 0, 1]
['location request', 'location request appname']	[0]
['image insert', 'inline image', 'interface and icon', 'inline image insert', 'add inline image', 'attach an image']	[0, 1, 0, 0, 1, 1]
['bank app', 'bad bank', 'bad bank app', 'bank app i', 'bad bank app i']	[0]
['voice message', 'watch video', 'hear voice', 'hear voice message', 'watch video story']	[0, 0, 0, 1, 1]
['long time']	[0]
['account i', 'deactivate my account', 'account for month', 'be an error']	[0, 1, 1, 0]
['good update']	[0]
['take number', 'slow take', 'slow take number', 'number galaxy s9', 'slow and slow']	[0]
['have use', 'past couple', 'app for year']	[0]
['everytime i', 'prompt password', 'untrusted application', 'application because everytime', 'be a trash', 'log in nad key']	[0, 1, 0, 0, 0, 1]
['many bug']	[0]
['appname app', 'type anything', 'last month', 'next one i', 'open the email']	[0, 1, 0, 0, 1]
['email file', 'old email', 'old email file']	[1, 0, 1]
['make the app']	[0]
['see anything', 'app and i', 'update the app']	[1, 0, 0]
['screen appname', 'white screen', 'white screen appname', 'screen appname stakeholder', 'get white screen', 'pay for garbage', 'white screen appname stakeholder']	[0, 0, 0, 0, 0, 0, 0]
['app use', 'lock i', 'next day', 'new password i', 'one time pin', 'be your account', 'be lock i', 'open the app']	[0, 0, 0, 0, 0, 0, 0, 1]
['email address', 'different phone', 'address and password', 'different phone number', 'use my email', 'problem because i', 'be a problem']	[0, 0, 0, 0, 0, 0, 0]
['developer blame', 'notify developer', 'developer blame user', 'notify developer blame', 'user for bug']	[0, 1, 0, 0, 0]
['i hate']	[0]
['look google', 'stop use', 'new look', 'new look google']	[0]
['customer get', 'decent app', 'decent app developer']	[0]
['i uninstalle', 'uninstalle and install', 'block i uninstalle', 'use this app']	[0]
['number app', 'invite appear', 'number app crash', 'acceptdeny them number', 'yes button nothing', 'find some trouble']	[0, 0, 0, 0, 0, 0]
['keep turn']	[0]
['get notification', 'be be month']	[1, 0]
[]	[]
['button change', 'have ton', 'delete button', 'spam and i', 'delete button change', 'delete unwanted junk', 'problem because i']	[0, 0, 1, 0, 0, 0, 0]
['software devt', 'experience everytime', 'right uat', 'laptop email register', 'software devt team', 'upgrade their app', 'have experience everytime', 'log into google', 'do the follow']	[0]
['close the app']	[0]
['new snap']	[0]
['story call', 'keep warp', 'old kid', 'prodigy omg i', 'story call bunchie', 'quit his football', 'hide other story', 'sentence on top', 'hide this story']	[0, 0, 0, 0, 0, 0, 1, 0, 1]
['warning i', 'update slow', 'thing and i', 'client relationship loss', 'pic from secure', 'get a warning']	[0, 0, 0, 0, 0, 0]
['login credential', 'login no option']	[1, 1]
['picture please', 'lose datum', 'have lose datum']	[0]
['camera issue', 'audio issue', 'many problem i', 'get fix asap', 'use the app']	[0]
['welcome screen']	[1]
['update i', 'last update', 'last update i', 'unistalle and reinstall']	[0, 0, 0, 0]
[]	[]
['internet condition', 'send email', 'good internet', 'good internet condition', 'mail delivery problem', 'lot of mail', 'expect lot of mail']	[0, 1, 0, 0, 0, 0, 0]
['update mess', 'send message', 'late update', 'late update mess']	[0, 1, 0, 0]
['touch id', 'use touch id', 'browser at time', 'use the browser']	[1, 1, 0, 1]
['snap chat', 'love snap', 'pink crown', 'love snap chat']	[0]
['pop error', 'reinstall app', 'mobile app', 'google play store', 'file share service', 'app via playstore', 'instal the appname']	[0]
['dark mode', 'need dark mode', 's no theme']	[1, 1, 0]
['filter i', 'annoying i', 'present filter', 'present filter i', 'guy do something', 'function without datum', 'be a way', 'hate my present filter']	[0]
['desktop site', 'try reset', 'serious frustration', 'way and i', 'atm ways i', 'password reset process', 'follow their password', 'say account number', 'keep say account', 'give me serious frustration']	[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]
['app redownloade', 'delete app redownloade']	[0, 0]
['white screen']	[0]
['number minute', 'last update', 'fifteen number minute', 'lot of problem']	[0]
['liberal propaganda']	[0]
['phone restart', 'send please', 'clear cache', 'clear cache relogin']	[0]
['stop update', 'open snap']	[0, 1]
[]	[]
['promote business', 'be promote business', 'reduce the account']	[0]
['search option']	[1]
['security issue', 'be experience', 'appname mail', 'hotmail and appname', 'vulnerable security issue', 'security issue i', 'appname website security', 'appname since number', 'vulnerable security issue i', 'intrusive and unacceptable', 'plague with vulnerable security']	[0]
['upload picture', 'let me upload picture']	[1, 1]
['stable product', 'know that point']	[0]
['app developer', 'false info', 'show false info', 'believe the app']	[0]
['note number']	[0]
['number month', 'be change', 'profile picture', 'number month i', 'edit my appname', 'change my profile picture']	[0, 0, 1, 0, 1, 1]
['say deliver']	[0]
['number bite', 'have someone', 'maccheese food', 'have someone ride', 'number for number']	[0]
['u permission']	[0]
['open an email']	[1]
['y insta', 'y insta block']	[0]
['number today', 'pay credit', 'update number', 'update number today', 'use fingerprint login', 'pay my bill', 'pay credit bill', 'happen each time']	[0, 0, 0, 0, 1, 1, 1, 0]
['customer service', 'keep crash', 'crash and customer', 'deposit my check', 'wait til monday', 'crash and customer service']	[0, 0, 0, 1, 0, 0]
['terrible time']	[0]
['application i', 'bad application', 'bad application i']	[0, 0, 0]
['app use', 'i use', 'important inquiry', 'receive my message', 'receive new email', 'message like i']	[0, 0, 0, 1, 1, 0]
['type edit', 'new update', 'make it freeze', 'touch any button']	[0, 0, 0, 0]
['problem update', 'dear appname', 'same problem', 'response or action', 'same problem update', 'i seldom use', 'check your email', 'update from appname', 'use the mobile', 'appname request for assistance', 'response or action til']	[0]
['samsung unpack', 'open appname', 'same way', 'same way appname', 'samsung unpack samsung', 'see my snap', 'annoying black bar', 'optimize the camera']	[0, 1, 0, 0, 0, 1, 0, 0]
['customer care', 'contact customer', 'last month', 'month and i', 'bad customer service', 'customer care number', 'contact customer care']	[0, 0, 0, 0, 0, 0, 0]
['number g', 'upload video', 'long time', 'time and i', 'standby number g', 'number g network', 'app like whatsapp', 'standby number g network']	[0, 1, 1, 0, 0, 0, 0, 0]
['phone start', 'many time', 'time by reinstall', 'have some bug', 'try it many time']	[0]
['respond i', 'many time', 'uninstalle and instal']	[0]
['appname i', 'appname mail', 'email thread', 'slowness and nothing', 'use appname i', 'have appname mail', 'mail since number', 'open the app', 'appname mail since number']	[0, 0, 0, 0, 0, 0, 0, 0, 0]
['music option', 'be problem', 'available please', 'solve my i']	[1, 0, 0, 0]
['text message']	[1]
['phone freeze', 'restart my phone', 'app with medium', 'launch the app']	[0, 0, 0, 0]
['login username', 'username and password', 'type my login']	[0, 1, 1]
['waste alot', 'old email', 'email and poof', 'have waste alot', 'bunch of time', 'spend a bunch']	[0, 1, 0, 0, 0, 0]
[]	[]
[]	[]
['app crash', 'late update', 'have any problem']	[0]
['have access', 'shady developer']	[0, 0]
['app please', 'disappointed appname', 'social app please', 'be my favorite app']	[0]
['number i', 'level number', 'level number i', 'be level number']	[0]
['number gb', 'pay my bill', 'screen in order', 'make the app']	[0, 1, 0, 0]
['payment amount', 'spend number', 'minimal payment', 'minimal payment amount', 'credit card charge', 'spend number minute', 'get the message']	[0, 0, 0, 0, 1, 0, 0]
['freeze crash', 'load freeze', 'couple month', 'freeze crash reload', 'have my email', 'load freeze crash', 'phone for year']	[0, 0, 0, 0, 0, 0, 0]
['rate ok', 'i rate', 'busy popup', 'get no advertisment']	[0]
['navigation bar', 'update give', 'navigation bar i', 'be a test']	[0, 0, 0, 0]
['see their picture']	[1]
['video duet', 'increase video', 'shoot filter', 'video duet option', 'popularity of app', 'increase the popularity']	[1, 0, 0, 1, 0, 0]
[]	[]
['block people', 'app becuase', 'use their app becuase']	[0]
['email app', 'bad email', 'bad email app']	[0]
['law restrict', 'suck look', 'good job', 'law restrict inter', 'hate your pop', 'be a law']	[0]
['time i', 'tho customer', 'customer service instruction', 'resolve my problem', 'tho customer service', 'update every time']	[0]
['past week', 'use my page', 'page because i']	[0]
['android app', 'use appname']	[0]
[]	[]
['instal app', 'download this app']	[0, 0]
['time download', 'download and instal']	[0, 0]
['old way', 'clear all spam']	[0, 1]
['number post']	[0]
['favor ios', 'pin conversation', 'more feature', 'feature on ios', 'make the quality', 'pin conversation on adroid']	[0, 1, 0, 0, 0, 1]
['login credential', 'recent update', 'type the login']	[0, 0, 0]
['lmao i', 'delete the app']	[0]
['great app', 'ad and brand', 'logo all day']	[0]
['outbox forever']	[0]
['app i', 'random reason', 'use the app']	[0]
[]	[]
['reason try', 'leave appname', 'pandemic reviewer', 'time and money', 'review my account', 'covid19 pandemic reviewer', 'leave this kind']	[0, 0, 0, 0, 1, 0, 0]
['copy any address']	[1]
['share post', 'use share', 'i report', 'i report appname', 'use share post', 'post as story']	[0, 0, 0, 0, 1, 0]
['pasword becouse', 'delete this app']	[0, 0]
['appname video', 'annoying and embarrassing', 'lag my appname video']	[0]
['fingerprint stop', 'fingerprint stop work']	[1, 1]
['number day', 'bad experience', 'mail for number', 'get no revert']	[0]
['error i', 'prompt an error']	[0, 0]
['nation like india', 'judge a nation']	[0]
['action block', 'telke me action']	[0, 0]
['navigation bar', 'black navigation', 'black navigation bar', 'give full screen']	[0, 0, 0, 0]
['have request', 'professional account', 'convert my account', 'mistake that i']	[0, 1, 1, 0]
['number spam', 'put spam', 'i mark', 'receive number spam', 'keep put spam', 'mark as spam', 'put that garbage']	[0]
['crash every time']	[0]
['tiktok wala', 'tiktok wala tatti']	[0]
['prefer insta', 'expose i']	[0]
['number line', 'send email', 'line of text']	[0, 1, 0]
['inbox i', 'see work', 'email account', 'segregate email account', 'inbox from work', 'get all mail']	[0, 0, 1, 1, 0, 0]
['app i', 'have use', 'email account', 'close app i', 'email account appname', 'open my email', 'say close app', 'account for year', 'have no problem', 'lose product because i']	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
['google phone', 'update make']	[0]
['post stuff', 'total number', 'see the number']	[0, 0, 1]
['stop come', 'email stop', 'email stop come']	[0]
['appname app', 'dark mode', 'setting of appname']	[0, 1, 0]
['app please']	[0]
['great something', 'work great something', 'fix this error']	[0]
['fingerprint login', 'fingerprint login option']	[0, 1]
['number gb', 'ram and number', 'number gb ram', 'ram and number g']	[0]
['network time', 'say network', 'say network time', 'load say network']	[0, 0, 0, 0]
['youtube hehe', 'youtube hehe i', 'send me ad', 'ad on youtube']	[0]
['undergo maintenance']	[0]
['click ton', 'want my picture', 'ton of picture', 'click ton of picture']	[0, 0, 0, 0]
['app crash', 'do anything', 'few day', 'app crash ..', 'send a snap']	[0, 0, 0, 0, 1]
['email account', 'old email', 'old email account', 'show my old email']	[0, 0, 0, 0]
['crash let', 'get the app', 'open without crash let']	[0, 0, 0]
['maintenance activity', 'undergo maintenance', 'undergo maintenance activity']	[0, 0, 0]
['previous picture', 'hate this aap']	[0]
['thank appname', 'make improvement', 'second thank', 'second thank appname', 'appname for help', 'think the app']	[0, 0, 0, 0, 0, 0]
['keep try', 'work this morning']	[0]
[]	[]
['card number', 'multiple time', 'emv debit card', 'debit card number', 'input my card', 'login multiple time', 'reset the password', 'emv debit card number']	[1, 0, 0, 1, 1, 0, 1, 1]
[]	[]
['i delete', 'work please', 'open i', 'delete and reinstall', 'open i delete']	[0]
['phishe spam', 'report phishe', 'phishe block user', 'add the option', 'report phishe block user']	[1, 1, 1, 0, 1]
['corona hit', 'keep get', 'good app', 'keep get random']	[0]
['use appname', 'be way']	[0]
['suck please', 'delete message', 'update suck please', 'have that option', 'erase my delete message']	[0, 0, 0, 1, 1]
['debit card', 'register my debit']	[1, 1]
['keep stop', 'frustrating sort']	[0, 0]
['face problem', 'literalyy face', 'literalyy face problem', 'be literalyy face', 'problem in work', 'fix the problem', 'frustrated and angry']	[0]
['folder i', 'take forever', 'last month', 'email into folder', 'believe a company', 'move email into folder']	[0, 0, 0, 1, 0, 1]
['app waste', 'waste of time']	[0]
['number day', 'download this app']	[0]
['use appname', 'start use', 'frinfs and i', 'year ageo i', 'start use appname', 'use shoping i']	[0]
[]	[]
['reply email', 'receive email', 'multiple reply', 'multiple reply email', 'receive email i', 'be multiple reply', 'use another email']	[1, 1, 1, 1, 1, 1, 1]
['long time', 'play some game']	[0, 1]
['keep unsubscribe', 'much garbage', 'get my address']	[0]
['send button', 'do anything', 'late update', 'depend and therefore', 'option for iso', 'set the datetime']	[1, 0, 0, 0, 0, 1]
[]	[]
['money transfer', 'have problem', 'problem in money', 'have problem in money']	[1, 0, 0, 0]
['stop use', 'content stop', 'content stop use', 'show content stop']	[0, 0, 0, 1]
['i cant', 'save photo']	[0, 1]
['app work', 'download i', 'download the update']	[0, 0, 0]
['business i', 'stop run', 'long i', 'laptop please fix', 'please fix asap', 'check my email', 'laptop please fix asap']	[0, 0, 0, 0, 0, 1, 0]
['pende enrolment', 'appname bank', 'hundred time', 'pende enrolment request', 'enrol my account', 'have a pende']	[0, 0, 0, 0, 1, 0]
[]	[]
['play video']	[1]
['everytime i']	[0]
['access i', 'get block', 'third time', 'reset my access', 'get block everyday', 'be my third time']	[0]
['login screen', 'app lag', 'keep in mind']	[1, 0, 0]
['search email', 'email in inbox', 'give a message', 'search email in inbox']	[1, 1, 0, 1]
['outlook number', 'android number']	[0, 0]
['app i', 'login yesterday', 'first page', 'reinstall the application']	[0, 1, 0, 0]
['save option', 'have save option']	[0, 1]
['note number', 'login i reinstall']	[0, 0]
['number hour', 'update this number']	[0]
['take picture']	[1]
['knp klu', 'say download', 'ni okay', 'ni okay shja', 'knp klu sy', 'email sy ni', 'ni okay shja tp']	[0]
['verification code', 'receive verification', 'receive verification code']	[0, 1, 1]
['rooted device']	[0]
['follower i', 'say i', 'recent update', 'website or something', 'more follower i', 'restrict my account', 'make number account', 'gain more follower', 'make the app']	[0]
['notification sound', 'delete please', 'appname notification', 'appname notification sound', 'delete please fix']	[1, 0, 0, 1, 0]
['please sort', 'unresponsive please', 'unresponsive please sort']	[0]
['total garbage']	[0]
['snap location', 'put people']	[1, 0]
['username and password']	[1]
['wasted datum']	[0]
['tool i', 'branded tool', 'guideline but i', 'branded tool i', 'use branded tool', 'rule of guideline', 'get a notification']	[0, 1, 0, 0, 1, 0, 0]
['i. britishers', 'hate ur', 'theive i.', 'dog or cat', 'theive i. britishers', 'cat ohh i', 'loot our wealth', 'make human look', 'look like dog', 'app the appname', 'dog or cat ohh']	[0]
['download anymore']	[0]
['load picture', 'picture in email']	[1, 1]
['chat please', 'send anything', 'new update']	[0, 0, 0]
['keep lag', 'i try', 'story or anyone', 'save the message']	[0, 0, 0, 1]
['number mb', 'update take', 'deal google i', 'mb of picture', 's the deal']	[0, 0, 0, 0, 0]
['correct password', 'email support', 'enter the correct']	[0, 0, 0]
['update i', 'app update', 'app update i']	[0, 0, 0]
['upgrade the app']	[0]
['google i', 'use appname', 'intrusiveness of google', 'despise the intrusiveness']	[0]
['say i', 'late version']	[0]
['stop work', 'reinstall restart', 'app stop', 'app stop work', 'reinstall restart etc']	[0]
['billing statement', 'o r', 'poor online', 'view our billing', 'statement for credit', 'banking the app']	[0, 0, 0, 1, 0, 0]
['get crash', 'keep get', 'oneplus number', 'keep get crash']	[0]
['number spoil', 'window number', 'window number spoil', 'number spoil everything', 'expose useless application', 'need an application', 'window number spoil everything']	[0]
['other account']	[1]
['connection i', 'be charge', 'stable connection', 'stable connection i', 'try loadingy phone']	[0]
['recent update']	[0]
['email need', 'have issue', 'new email', 'new email need', 'email need help', 'restart phone nothing', 'new email need help']	[0, 0, 1, 0, 0, 0, 0]
['need option', 'other app']	[0]
